评论ID,评论时间,点赞数,UID,昵称,性别,用户等级,评论内容
1.27949E+11,20220829,5,210218388,海王星的雪,保密,5,"回复 @xiaoshuying :强弩之末。
指日本海军还有6艘航母，数百名有经验的飞行员，几百艘各式舰船。以及至少6个甲种师团"
1.27956E+11,20220829,1,34727011,xiaoshuying,男,4,"回复 @海王星的雪 :你不会以为区区几件先进武器就能决定战争胜负吧？[疑惑]粮食、石油和工业产值才是重点。
1941年底的所谓日军甲种师团，素质远远不如1937年的那批甲种师团了，41年底的时候日本战前培养的精兵强将已经消耗掉大部分了，新补充上来的那些兵员水平大不如前。"
1.27965E+11,20220829,6,210218388,海王星的雪,保密,5,回复 @xiaoshuying :来来来，你告诉我，1941年前，日本遭到元气大伤，需要大量补充兵员的甲种师团有几个，加起来超过8个没有。
1.27965E+11,20220829,6,210218388,海王星的雪,保密,5,"回复 @xiaoshuying :1943年，日本钢产量达到顶点，这叫强弩之末？
至于石油，日本一直都缺石油，1937年也缺石油。1941年美国禁运后日本国内石油也就只能维持一年多，这叫强弩之末？
日本各项工业产值在1944年达到巅峰，这叫强弩之末？"
1.27966E+11,20220829,3,210218388,海王星的雪,保密,5,"回复 @xiaoshuying :几件先进武器？
珍珠港后，日本战机生产数量直线攀升，航母生产了20多艘，战机上千架，这叫工业产值强弩之是吧"
1.2797E+11,20220829,0,34727011,xiaoshuying,男,4,回复 @海王星的雪 :德国军工产值1944年达到巅峰，所以1944年的德国不是强弩之末？[疑惑]
1.2797E+11,20220829,3,210218388,海王星的雪,保密,5,"回复 @xiaoshuying :二战时期，钢产量可作为衡量一个国家工业产值与实力的标准之一。
钢产量：1937—1943年，钢产量一直上升，1943年后，断崖式下跌，从704万吨（1943）降到591万吨（1944）。
煤产量：1937—1943年曲线上升，其中41与40年持平，42年下降了一些，43年产量高过41年，44年后下跌。
生铁产量：1937—1942年一直上升，43年下降，但仍高于41年，44年后断崖式下跌。
铝产量：1937—1944年一直上升，45年并未查到资料。
发电量：1937—1943年一直上升，44年下降但仍高于42年。

看样子工业产值，41年代日本叫强弩之末？"
1.27971E+11,20220829,0,34727011,xiaoshuying,男,4,回复 @海王星的雪 :回复 @海王星的雪 :1941年时的日本什么经济形势？粮食产量下滑，外汇储备见底，穷得叮当响，再不南下抢一波就要自爆了，这还不是强弩之末？[喜极而泣]
1.27971E+11,20220829,1,210218388,海王星的雪,保密,5,回复 @xiaoshuying :1941年日本海军没有受损，陆军受损严重，但不至于元气大伤。工业体系没有被破坏。这叫强弩之末？
1.27971E+11,20220829,1,210218388,海王星的雪,保密,5,回复 @xiaoshuying :你不是看工业产值，怎么又不看了[疑惑]
1.27971E+11,20220829,1,210218388,海王星的雪,保密,5,回复 @xiaoshuying :德国军队1942年保存60%以上，日本41年军队保存60%以上，所以1942年德国是强弩之末？[疑惑]
1.27971E+11,20220829,1,34727011,xiaoshuying,男,4,回复 @海王星的雪 :看啊，日本的工业综合指数1938年达到巅峰后就开始下滑，军工产业那是压榨到极限后的回光返照罢了[喜极而泣]
1.27975E+11,20220829,1,34727011,xiaoshuying,男,4,回复 @海王星的雪 :德国抢的是什么国家？日本抢的是什么国家？人家德国抢的是欧洲各大发达工业国，日本抢的是农业国，人家德国速战速决以战养战越打越强，日本这边是持久消耗战战还不能养战越打越穷，这能比吗？[疑惑]
1.27985E+11,20220829,0,210218388,海王星的雪,保密,5,"回复 @xiaoshuying :日本钢铁产量1943才开始下滑，1937—1941年，各项工业指标基本都是增长。
你跟我谈谈什么样的标准才叫强弩之末"
1.27985E+11,20220829,0,210218388,海王星的雪,保密,5,回复 @xiaoshuying :日本的钢产量1943年达到巅峰后就开始下滑，发电量，煤产量等也是在1943年下滑，到你这就变成1941年开始下滑了[喜极而泣]
1.27985E+11,20220829,1,210218388,海王星的雪,保密,5,回复 @xiaoshuying :日本越打越穷不假，可还不至于41年就成穷光蛋。
1.27986E+11,20220829,3,210218388,海王星的雪,保密,5,"回复 @xiaoshuying :41日本工业产值还没达到巅峰，军队保有量60%以上，身为海权国家都核心海军基本没有受损。你这强弩之末的标准有些高啊。
照你这标准，怕不是德军42年就是强弩之末了。[喜极而泣]"
1.27987E+11,20220829,3,210218388,海王星的雪,保密,5,"回复 @xiaoshuying :每个人对日本强弩之末的标准有些不同。
我的标准是，日本无力发动大规模进攻，即使进攻也不能保证对整体战局有过大影响，也不能维持战果，战线只能步步紧缩，面对进攻只能被动防御，而且各项物资开始紧缺 
如果你跟我不同，那也不用辩了。“君子和而不同”"
1.27987E+11,20220829,0,282450597,嘉然今天打劲夫,保密,5,回复 @白くじ :日军部署在东亚战场上的甲级师团数量明显少于于太平洋战场，但日军在东亚战场投放的陆军兵力是最多的。
1.2799E+11,20220829,2,184729694,骐子小白,保密,6,回复 @牛马苏达 :强弩之末？为啥，在打美国之前还没有一个能和日军抗衡的
1.2806E+11,20220830,0,398952038,青桃葱葱,男,5,回复 @SkyGHQ :这话错了
1.28061E+11,20220830,0,1543386121,SkyGHQ,男,4,回复 @青桃葱葱 :错了？哪里错了
1.28062E+11,20220830,0,398952038,青桃葱葱,男,5,回复 @SkyGHQ :这句话和鼓吹如果没有中苏，反法西斯会不会胜利是一个逻辑，否定了这是全人类的努力
1.28107E+11,20220830,6,12008290,Kaiser丶sama,保密,4,"回复 @柔笔情书燕园雪 :1931年-1932年，日本从美国进口了价值1.81亿美元年的军火

1937年，日本从美国进口的2.88亿美元商品中，58%为军需产品，其中有550万吨石油、价值248.4万美元的飞机，战略物资中，日本1937年进口的92.9的铜、91.2%的汽车及零件、48.5%的各种机械和发动机、41.6%的铸铁都来自美国。

1938年，日本从美国进口了2.39亿美元商品，67%为军需产品

1940年，日本从美国获得了1.9亿美元的军用物资

日本1938-1939年军火的55%军需产品的80%都是来自于美国，1937-1940年，美日之间物资贸易总额为9.867亿美元，其中军用物资的总额高达7.039亿美元。《日本购买的是石油，废钢铁等原材料[热]》
感情这些军需物资都是熔掉以后用来造厨具的？

你说，哎呀，虽然当时日本已经开始侵华，虽然当时法西斯同盟已经在了，但有可能美国没看到呀，美国只是做生意而已嘛，他有什么错？

那我是不是也可以认为，美国卖给盟军的资源也不算美国的贡献了？

——美国1938年就给予了日本1.25亿元的贷款，顺带着还赠送了大量的武器装备。

这你要不要一起洗一洗？
我直接说，没有美国石油等原材料方面的援助，日本也会发起战争，但绝对会比现在艰难的多得多得多！"
1.28108E+11,20220830,0,1577169112,Demon政,保密,4,回复 @xiaoshuying :没学过历史就不要在历史区发些误导人的言论，不说读多少史书才能和人争辩，普及，至少你得对着正确的史实在了发表些主观言论吧。
1.28112E+11,20220830,0,550537707,曼斯泰因,男,4,回复 @神里原华 :最先考虑的肯定是自己国家的利益，哪个国家不是这样的
1.28116E+11,20220830,0,25328599,Halo老虎,男,6,回复 @牛马苏达 : 如果他不参与，英国皇家空军最好的结局就是在苏军打进柏林前还能守住不列颠岛的天空，远东，那就更惨了，IJN在太平洋畅通无阻，接收着来自于西南太平洋的石油和橡胶，十几个甲种师团不用投入到太平洋那几个破岛防御美国人的登陆，大半投入东南亚和南亚，印度和澳大利亚被打穿都只是时间问题。甚至IJN都能染指印度洋腹地打到非洲海岸你信不信。至于美国，要么等着战后被轴心国最后一个揍死，要么等着和平演变换法西斯政府上台
1.28116E+11,20220830,0,691170122,神里原华,男,4,回复 @曼斯泰因 :所以平时的什么人道主义哪里有，还不是在背后赚军火费，看别的国家乱套，然后还宣传自己多么圣神[吃瓜]
1.28137E+11,20220830,1,1566686573,总有梦想要实现,保密,5,回复 @牛马苏达 :你的名字去掉后面两个字就很符合你了
1.28138E+11,20220830,0,34727011,xiaoshuying,男,4,"回复 @Demon政 :请自行查阅本篇论文：
许宁宁. 「三环节」贸易与日本侵略战争的演进（1929-1945 年）【D】.湘潭大学,2013."
1.28146E+11,20220830,2,293508529,吃手手的欧根,保密,5,回复 @xiaoshuying : 强弩之末，指全世界第三的海军，你不会以为美国人不参加进来，亚洲有哪个国家可以打败日本联合舰队吧
1.28247E+11,20220831,2,262425968,我家的猫叫储备粮,男,5,回复 @晴福忆梦 :不得不说罗斯福确实算得上美国最伟大的总统了
1.28253E+11,20220831,5,355653480,思懿Gil,保密,5,回复 @Kaiser丶sama :援助和贸易是一个概念吗？美国连在德国挑起二战后援助英国都要打着驱逐舰换基地的幌子，让自己看起来还没有完全加入战争，怎么的日本入侵亚洲国家美国就要跟世界警察一样跳起脚来说你不正义是吧？罗斯福屁股还没坐稳就带着美国人民迫不及待的中断贸易一头扎进美日战争是吧？
1.28282E+11,20220831,7,210218388,海王星的雪,保密,5,"回复 @Kaiser丶sama :美国卖给德日物资，把德日外汇掏个一干二净。
美国的租借法案一共援助了480亿美元（换算现在至少7000亿美元）物资，结果只要求归还不到40亿即可，最后美国一共收到不到20亿美元归还。
援助与贸易先分清再说"
1.28419E+11,20220902,0,674283735,达瓦里同志,保密,4,美国一共死了三十几万人，去查查中俄二战死了多少人，然后再对比一下二战之后的利益分配，这都不算摘桃子，那天底下没桃子了，当然你要跟法国比，那我没办法
1.28432E+11,20220902,6,13955059,白学の斯特拉斯堡,保密,6,回复 @达瓦里同志 :你这话说的太片面了，数据要结合时间，地点，历史背景一同分析才能得出正确的结论，敦刻尔克撤退的兵力在苏德战场就能溅个浪花，但是没这点兵北非战场还真不一定打的赢，或者没那么快打赢，这证明了数量和功劳并不是成正比的。美国在欧洲战场的贡献还有的辩，在太平洋战场那是实打实出过力有过牺牲的，消灭日本联合舰队不算贡献，一定要牺牲够多才配分配更多的利益，你这种观点我觉得不太合适
1.28831E+11,20220905,3,86767506,有马加奈戴帽子,男,6,不是完全肯定就是完全否定从一个极端到一个极端无语了[小缘_吃瓜]
1.28913E+11,20220905,2,180353931,涂山家的四小姐,女,5,回复 @美树沙耶香小姐的狗 : 在他眼里加入欧洲战场才算参加二战[无语]
1.29063E+11,20220907,2,26731628,BBSentinel,男,5,回复 @无尽的负能量 :乐，苏德在20s签订的互助条约只是写双方进行长时间军事交流（包括互换军官和一定程度分享技术），到你这成了Luftwaffe是苏联人训练的，坦克和装甲部队也成了苏联人的。我寻思着你这话放到德军吧恐怕能成巨大乐子。苏德双方的军事交流从来没有如英美部分人吹嘘的如此重大的意义，苏德军事合作也从来没有达到你所谓的“互相创建部队”的程度，但凡对纳粹德国武装部队的发展有过哪怕一点了解的都不可能说出这种老谭言论。
1.29196E+11,20220908,1,236097353,菜-虫-子,保密,5,回复 @该死的定北补 :苏毛知识[呲牙][呲牙]
1.29482E+11,20220910,0,555873296,历史魔论之,保密,4,欧洲战场老美也就后备援助算得上光彩，美军在西线即使是1945年二战末期打从东线被干趴下的德军都被吊着打，如果没空军和英法支援老美在西线一步都走不动[doge]
1.29784E+11,20220912,2,1845273211,4.55843E+11,保密,3,回复 @Demon政 :无论中途岛赢不赢，日本从决定打美国那一刻起就已经输了
1.29917E+11,20220913,1,5749754,你所不知道的物語,男,6,回复 @观星的浩 :冷知识 CN战前也卖矿给德国
1.29917E+11,20220913,3,5749754,你所不知道的物語,男,6,回复 @牛马苏达 :41年就强弩之末了，怎么44年还在豫湘桂溃败啊。
1.29917E+11,20220913,2,5749754,你所不知道的物語,男,6,回复 @达瓦里同志 :分功劳不看战功，看谁死得多？
1.30053E+11,20220914,1,480787484,w源丶,保密,4,也不算摘桃子，毕竟美国不是死最多的人，但是是花最多的钱
1.3024E+11,20220916,2,1837549264,天空岛林登万,保密,2,"回复 @该死的定北补 : 驻扎在北海道的日军师团没吃到正常
有挨打的都是老美吃的"
1.30629E+11,20220919,0,344681240,pr0toSsImbA,保密,5,太平洋人家也是实打实的打的，这个要承认
1.30911E+11,20220921,0,484307985,韭菜羹,男,4,回复 @真爱_追寻 :开始是卖武器能源给双方
1.30961E+11,20220922,0,97080623,哀酱唯一指定男友,保密,5,回复 @牛马苏达 :重新定义强弩之末，强弩之末的日本和全盛的美国在太平洋打的这么精彩，你是真看不起美国啊[翻白眼]
1.31131E+11,20220923,0,383483037,弹幕分析师,男,4,回复 @SkyGHQ :二战转折点🇺🇸参战
1.31208E+11,20220924,0,170489283,币在手名不愁,保密,5,回复 @StillTyping :西西里登陆就是库尔斯克前，逼迫德军撤退防守意大利
1.31822E+11,20220930,0,272111324,tokyone,保密,5,回复 @看到我记得提醒我吃饭 :因为德军主力部署在了英加联军面前啊，不过德军确实无论英国加拿大还是美军都打不过，死的很惨。
1.3271E+11,20221006,0,437366514,挚爱小鳄鱼,保密,5,"回复 @晴福忆梦 :得了吧，美军最早在西方先参与北非战场，被几乎弹尽粮绝的北非集团军打的如丧家之犬，后面在西欧，市场花园行动本身就是一场小丑行动，被德军二线部队打出了惊人的伤亡比
德军的精锐空军伤亡大部分是英国飞行员的战绩"
1.27517E+11,20220826,0,1776119486,AUTUMN_弑星,保密,4,地狱笑话[妙啊]
1.2752E+11,20220826,45,4322418,王牌特工秋山优花里,保密,6,回复 @AUTUMN_弑星 :还行还行，苏军很克制了，只是让他们睡硬板床。太温柔了，他们真的，我哭死[大哭]
1.2753E+11,20220826,111,34382262,大明不感谢于谦,男,6,还行，换德军怕是全在集中营睡觉了
1.27533E+11,20220826,33,1484545409,Kirov基洛夫,保密,4,床板这不拉去当外挂装甲，德国人睡大街去
1.27534E+11,20220826,284,11413497,岭歌,保密,6,坦克兵都不知道为什们这帮家伙人人都有弹簧床垫睡还要发动战争。
1.27536E+11,20220826,197,504568143,5545226423,保密,5,回复 @岭歌 :是啊，当很多年后苏联人踏上阿富汗的土地时，他们还没有发现自己走上了上一个对手的老路
1.27536E+11,20220826,10,38604679,新时代来临哩,男,6,回复 @AUTUMN_弑星 :确实，竟然还有德国人留着[doge]
1.27574E+11,20220827,2,384819753,可燃性_,保密,5,没把硬板床都拿走我不是很认可[傲娇]
1.27595E+11,20220827,5,1695068633,世界革命万岁,男,3,回复 @岭歌 :没有战争哪里有弹簧床垫睡[思考]
1.27628E+11,20220827,9,474428642,MilitsiyaCaptain,男,5,回复 @5545226423 : 当时的苏联士兵情感是非常复杂的。
1.27517E+11,20220826,0,1776119486,AUTUMN_弑星,保密,4,地狱笑话[妙啊]
1.2752E+11,20220826,45,4322418,王牌特工秋山优花里,保密,6,回复 @AUTUMN_弑星 :还行还行，苏军很克制了，只是让他们睡硬板床。太温柔了，他们真的，我哭死[大哭]
1.2753E+11,20220826,111,34382262,大明不感谢于谦,男,6,还行，换德军怕是全在集中营睡觉了
1.27533E+11,20220826,33,1484545409,Kirov基洛夫,保密,4,床板这不拉去当外挂装甲，德国人睡大街去
1.27534E+11,20220826,284,11413497,岭歌,保密,6,坦克兵都不知道为什们这帮家伙人人都有弹簧床垫睡还要发动战争。
1.27536E+11,20220826,197,504568143,5545226423,保密,5,回复 @岭歌 :是啊，当很多年后苏联人踏上阿富汗的土地时，他们还没有发现自己走上了上一个对手的老路
1.27536E+11,20220826,10,38604679,新时代来临哩,男,6,回复 @AUTUMN_弑星 :确实，竟然还有德国人留着[doge]
1.27574E+11,20220827,2,384819753,可燃性_,保密,5,没把硬板床都拿走我不是很认可[傲娇]
1.27595E+11,20220827,5,1695068633,世界革命万岁,男,3,回复 @岭歌 :没有战争哪里有弹簧床垫睡[思考]
1.27628E+11,20220827,9,474428642,MilitsiyaCaptain,男,5,回复 @5545226423 : 当时的苏联士兵情感是非常复杂的。
1.27915E+11,20220829,3,602245404,我没用冥字,男,4,回复 @5545226423 :这句话太秒了
1.2852E+11,20220902,2,50353468,厉害了就是我,保密,5,回复 @岭歌 : 因为发动了战争才从法国从波兰从占领国获取了大量廉价物资分发给民众共享“帝国荣光”
1.29832E+11,20220912,1,511287949,一启启心,男,4,回复 @厉害了就是我 :战争不就是为了掠夺资源土地，重新平衡资源
1.29854E+11,20220912,6,50353468,厉害了就是我,保密,5,回复 @一启启心 :你这是以大国家的角度。当德三民众欣然接受廉价家具和享受品的时候，他们也就成为了德三帝国的帮凶同路人
1.27521E+11,20220826,126,82146065,梅尔拉斯图拉扬,男,5,“他们操着不同的语言拥抱彼此，庆祝着来之不易的胜利，却没想到反目成仇就在下一个日落。”
1.27521E+11,20220826,11,436476548,世界本无情33,保密,5,呵丘吉尔可不这么想[阴险]
1.27522E+11,20220826,59,438484142,alan128,保密,5,这个目标只要有一个人类的共同敌人就很容易实现，但是难也就难在这
1.27528E+11,20220826,4,158190609,Mercutoi,保密,6,MJ的歌！唉 想到这个，总是在惋惜着
1.27528E+11,20220826,146,693960772,谢谢你Sanitater,保密,3,美苏会师易北河的照片证明了那曾是人类最团结的时候，可惜共同的敌人没了的时候，就只剩下升起的铁幕了[难过]
1.27564E+11,20220827,7,23733873,PolarisHK,男,5,美苏两国最伟大的两次合作，一次是第二次世界大战，一次是联盟-阿波罗计划
1.27586E+11,20220827,2,106141283,彬200457,保密,5,那乌克兰方面军呢 [doge]
1.27607E+11,20220827,6,2038872010,我的话已经讲完,男,5,就因为不是天下一家 才会有《We Are The World》，而且你是不是忘了牵头唱这首歌的迈克尔杰克逊的结局
1.28038E+11,20220830,2,1033271681,踏雪灬千随,保密,3,回复 @alan128 :恐怕我并非如此啊，进击的巨人就虚构了一个共同敌人然而人类还是没能团结，我想现实也是如此
1.28392E+11,20220901,0,6047468,柒十8,保密,6,回复 @PolarisHK :还有联手消灭天花
1.27521E+11,20220826,126,82146065,梅尔拉斯图拉扬,男,5,“他们操着不同的语言拥抱彼此，庆祝着来之不易的胜利，却没想到反目成仇就在下一个日落。”
1.27521E+11,20220826,11,436476548,世界本无情33,保密,5,呵丘吉尔可不这么想[阴险]
1.27522E+11,20220826,59,438484142,alan128,保密,5,这个目标只要有一个人类的共同敌人就很容易实现，但是难也就难在这
1.27528E+11,20220826,4,158190609,Mercutoi,保密,6,MJ的歌！唉 想到这个，总是在惋惜着
1.27528E+11,20220826,146,693960772,谢谢你Sanitater,保密,3,美苏会师易北河的照片证明了那曾是人类最团结的时候，可惜共同的敌人没了的时候，就只剩下升起的铁幕了[难过]
1.27564E+11,20220827,7,23733873,PolarisHK,男,5,美苏两国最伟大的两次合作，一次是第二次世界大战，一次是联盟-阿波罗计划
1.27586E+11,20220827,2,106141283,彬200457,保密,5,那乌克兰方面军呢 [doge]
1.27607E+11,20220827,6,2038872010,我的话已经讲完,男,5,就因为不是天下一家 才会有《We Are The World》，而且你是不是忘了牵头唱这首歌的迈克尔杰克逊的结局
1.28038E+11,20220830,2,1033271681,踏雪灬千随,保密,3,回复 @alan128 :恐怕我并非如此啊，进击的巨人就虚构了一个共同敌人然而人类还是没能团结，我想现实也是如此
1.28392E+11,20220901,0,6047468,柒十8,保密,6,回复 @PolarisHK :还有联手消灭天花
1.28574E+11,20220903,0,361596630,虹猫要酒,保密,5,回复 @梅尔拉斯图拉扬 :这有什么，刘邦项羽也一起打过仗
1.27505E+11,20220826,66,522732174,蒙德罗斯,保密,5,“白俄罗斯方面军的队伍，成功地攻克了敌人的首都——柏林！”
1.27513E+11,20220826,52,321670588,SuperW先輩,男,6,真的，每次看到这个场景都会哭…COD5里迪米特里和雷泽洛夫的那一关也玩了无数次…[大哭][大哭][大哭]
1.27514E+11,20220826,0,1301280502,蒙古汉子,男,4,回复 @SuperW先輩 :永恒的经典！
1.27516E+11,20220826,4,321670588,SuperW先輩,男,6,回复 @蒙古汉子 :1945.4.30———帝国心脏！！！！乌拉！！
1.2753E+11,20220826,5,640529949,白俄罗斯第2方面军,男,4,看来白俄罗斯方面军都挺能打的，后期的几乎所有战役都有他们。（如明斯克、易北河、东普鲁士、柏林等。）
1.27554E+11,20220826,28,252123137,那年兔子们的那些事儿,男,5,胜利的荣耀属于伟大的苏联红军和人民！
1.27607E+11,20220827,1,317165861,想个名字太难了哎呀,男,5,战争是多么壮丽而又可怕。战争开始时海因里希需要完成一个不可能完成的任务，去拯救一个国家，而苏军的将军元帅则要向德军复仇。战争给所有人都造成了不可磨灭的灾难，没有参与战争的人无法感知那些元帅将军们的每一个抉择所带来的巨大的痛苦，而我们这些普通人也只能在巨大缥缈的战争中灰飞烟灭了吧。
1.27613E+11,20220827,0,291738945,林雨台,保密,5,回复 @白俄罗斯第2方面军 :坦克比赛也都是是俄中白哈
1.27639E+11,20220827,0,445014765,梦寐而非,男,5,回复 @白俄罗斯第2方面军 : 俄罗斯人力打空了
1.27728E+11,20220828,1,1773256,泛大洋民主联邦,男,6,然而是摆拍
1.27505E+11,20220826,66,522732174,蒙德罗斯,保密,5,“白俄罗斯方面军的队伍，成功地攻克了敌人的首都——柏林！”
1.27513E+11,20220826,52,321670588,SuperW先輩,男,6,真的，每次看到这个场景都会哭…COD5里迪米特里和雷泽洛夫的那一关也玩了无数次…[大哭][大哭][大哭]
1.27514E+11,20220826,0,1301280502,蒙古汉子,男,4,回复 @SuperW先輩 :永恒的经典！
1.27516E+11,20220826,4,321670588,SuperW先輩,男,6,回复 @蒙古汉子 :1945.4.30———帝国心脏！！！！乌拉！！
1.2753E+11,20220826,5,640529949,白俄罗斯第2方面军,男,4,看来白俄罗斯方面军都挺能打的，后期的几乎所有战役都有他们。（如明斯克、易北河、东普鲁士、柏林等。）
1.27554E+11,20220826,28,252123137,那年兔子们的那些事儿,男,5,胜利的荣耀属于伟大的苏联红军和人民！
1.27607E+11,20220827,1,317165861,想个名字太难了哎呀,男,5,战争是多么壮丽而又可怕。战争开始时海因里希需要完成一个不可能完成的任务，去拯救一个国家，而苏军的将军元帅则要向德军复仇。战争给所有人都造成了不可磨灭的灾难，没有参与战争的人无法感知那些元帅将军们的每一个抉择所带来的巨大的痛苦，而我们这些普通人也只能在巨大缥缈的战争中灰飞烟灭了吧。
1.27613E+11,20220827,0,291738945,林雨台,保密,5,回复 @白俄罗斯第2方面军 :坦克比赛也都是是俄中白哈
1.27639E+11,20220827,0,445014765,梦寐而非,男,5,回复 @白俄罗斯第2方面军 : 俄罗斯人力打空了
1.27728E+11,20220828,1,1773256,泛大洋民主联邦,男,6,然而是摆拍
1.27864E+11,20220829,0,488490573,取啥昵称好呢666,保密,4,"科瓦廖夫插旗是一个骗局。。。真实的情况是，在苏联红军攻克德国首都柏林的大型战役期间，年仅21岁的哈萨克族霍什卡尔巴耶夫的军衔是中尉，是苏联红军第150步兵师第674步兵团的侦察排排长。1945年4月30号霍什卡尔巴耶夫和士兵格里高利·布拉托夫一同将带有镰刀、斧头和一颗五星的胜利旗帜插上了纳粹德国议会大厦的楼顶。他们两人也是当天首组登上国会大厦的苏军军人。
由于民族出身的原因，前苏联时期，苏联官方一直拒绝承认霍什卡尔巴耶夫的事迹。但在民间，霍什卡尔巴耶夫的战友们许多年间持续于4月30日组织活动为他庆祝这一英雄事迹，并逐渐成为了哈萨克斯坦国内的一项重要民间纪念活动。
这其中，作家、记者哈克姆詹·卡兹巴耶夫也为证明和公开勇士的事迹，付出了大量心血。为了让英雄能够得到应有的对待，他根据包尔詹·莫穆舍吾勒的指示，进行了长期的调查取证，通过多方渠道收集了能够反映这一事迹的上百份苏联官方文件，并公诸于众。
二战英雄、反法西斯勇士拉赫姆詹·霍什卡尔巴耶夫于1988年10月10日在阿拉木图逝世。
在哈萨克斯坦独立后，为勇士恢复荣誉的呼声逐渐得到重视，1999年5月7日，时任哈萨克斯坦总统努尔苏丹·纳扎尔巴耶夫签署总统令，授予拉赫姆詹·霍什卡尔巴耶夫«人民英雄»荣誉称号。
哈萨克斯坦历史学者波拉特·阿萨诺夫曾于2005年致信俄罗斯总统弗拉基米尔·普京，要求俄罗斯官方对霍什卡尔巴耶夫的功绩予以承认。这位学者称，俄罗斯官方的回复中表示，«相关机构人员查证了具体的历史资料，证实您的同胞所作出的功绩是历史事实»。
而在2007年，俄罗斯官方正式承认了霍什卡尔巴耶夫的事迹。"
1.31867E+11,20220930,0,1235755250,新草莓牛奶瑶瑶,保密,3,我去，你说的这两个人是我原神好友
1.27514E+11,20220826,5,321670588,SuperW先輩,男,6,COD5 1945.04.30———帝国之心
1.27533E+11,20220826,10,40468196,你TM在干嘛,男,5,我们要传话给他们了：柏林的公民们！钢铁之环已经包围了你们堕落的城市，红军将碾碎一切违背他意志的人，放下武器！放弃抵抗！放弃希望！乌拉！
1.27548E+11,20220826,3,210218286,菠菜亦菜,男,6,BV1wi4y19776  BV1tY411b7u3 BV1E44y1u7D3   BV1gR4y1K7sE
1.28627E+11,20220903,3,536215786,可耐的胡桃酱,保密,5,回复 @九重剑尊 :汉堡唐人街忘了吗？好吧，德国永远不会记得德国人迫害中国人
1.27514E+11,20220826,5,321670588,SuperW先輩,男,6,COD5 1945.04.30———帝国之心
1.27533E+11,20220826,10,40468196,你TM在干嘛,男,5,我们要传话给他们了：柏林的公民们！钢铁之环已经包围了你们堕落的城市，红军将碾碎一切违背他意志的人，放下武器！放弃抵抗！放弃希望！乌拉！
1.27548E+11,20220826,3,210218286,菠菜亦菜,男,6,BV1wi4y19776  BV1tY411b7u3 BV1E44y1u7D3   BV1gR4y1K7sE
1.28627E+11,20220903,3,536215786,可耐的胡桃酱,保密,5,回复 @九重剑尊 :汉堡唐人街忘了吗？好吧，德国永远不会记得德国人迫害中国人
1.27503E+11,20220826,0,521553403,innovation001,保密,5,我都做好9月1号的准备了[doge]
1.27504E+11,20220826,3,40120657,假电池blibli,男,6,金钱的力量[滑稽]
1.27509E+11,20220826,43,599462241,instane-alpaka,保密,5,看到隔壁王骁恰了坦克世界的饭的时候，我就意识到耗子和调研室快要更新了[doge]
1.2751E+11,20220826,18,472966422,嗯啊呕吼哈,男,5,说不定过两天还有一期[奸笑]
1.27516E+11,20220826,3,178979512,群小熊猫,保密,6,回复 @嗯啊呕吼哈 :正解[脱单doge]
1.27517E+11,20220826,2,499312305,八里渡船头,保密,4,骆统发动技能:勤政[doge][doge][doge]
1.2752E+11,20220826,2,1483778008,昕璐璐,女,4,回复 @嗯啊呕吼哈 :我希望二十九号开学前再来一期[doge]
1.27548E+11,20220826,1,210218286,菠菜亦菜,男,6,BV1wi4y19776  BV1tY411b7u3 BV1E44y1u7D3   BV1gR4y1K7sE
1.27554E+11,20220826,1,702405562,JuliusLiui,男,4,回复 @instane-alpaka :哈哈哈今天刚看[滑稽]
1.27503E+11,20220826,0,521553403,innovation001,保密,5,我都做好9月1号的准备了[doge]
1.27504E+11,20220826,3,40120657,假电池blibli,男,6,金钱的力量[滑稽]
1.27509E+11,20220826,43,599462241,instane-alpaka,保密,5,看到隔壁王骁恰了坦克世界的饭的时候，我就意识到耗子和调研室快要更新了[doge]
1.2751E+11,20220826,18,472966422,嗯啊呕吼哈,男,5,说不定过两天还有一期[奸笑]
1.27516E+11,20220826,3,178979512,群小熊猫,保密,6,回复 @嗯啊呕吼哈 :正解[脱单doge]
1.27517E+11,20220826,2,499312305,八里渡船头,保密,4,骆统发动技能:勤政[doge][doge][doge]
1.2752E+11,20220826,2,1483778008,昕璐璐,女,4,回复 @嗯啊呕吼哈 :我希望二十九号开学前再来一期[doge]
1.27548E+11,20220826,1,210218286,菠菜亦菜,男,6,BV1wi4y19776  BV1tY411b7u3 BV1E44y1u7D3   BV1gR4y1K7sE
1.27554E+11,20220826,1,702405562,JuliusLiui,男,4,回复 @instane-alpaka :哈哈哈今天刚看[滑稽]
1.27515E+11,20220826,14,70932771,BigKennn,保密,6,说的太好了，仇恨与复仇把人类一次次的带向深渊，循环往复。
1.27515E+11,20220826,5,575905737,寒山寺的光头,男,4,愿永远世界和平啊
1.27516E+11,20220826,25,26092338,无良的时光,男,6,战争是残酷的，是将一切美好的东西毁灭的，任何有良知的人都不应该渴望新的战争，世界如果可以放下成见，那么那些本来载歌载舞的人民也许活得会更好，可惜的是二战之后就是冷战，在柏林的那次握手好像不存在了一样，世界不应该如此
1.27523E+11,20220826,3,477139601,虚無空界,保密,5,不患寡而患不均 战争不会消失
